customer_id,country,device,customer_type
CUST_00059,Nigeria,Desktop,Returning
CUST_00060,Nigeria,Tablet,Returning
CUST_00061,Ghana,Desktop,Returning
CUST_00062,Germany,Desktop,Returning
CUST_00063,UK,Mobile,Returning
CUST_00064,UK,Mobile,New
CUST_00065,Kenya,Desktop,New
CUST_00066,Germany,Mobile,New
CUST_00067,Nigeria,Desktop,New
CUST_00068,Ghana,Mobile,New
CUST_00069,Kenya,Mobile,Returning
CUST_00070,UK,Mobile,Returning
CUST_00071,Nigeria,Mobile,New
CUST_00072,Nigeria,Desktop,New
CUST_00073,Ghana,Tablet,New
CUST_00074,UK,Mobile,Returning
CUST_00075,Germany,Desktop,Returning
CUST_00076,Nigeria,Desktop,New
CUST_00077,Ghana,Mobile,Returning
CUST_00078,Germany,Tablet,New
CUST_00079,UK,Mobile,Returning
CUST_00080,Nigeria,Desktop,Returning
CUST_00081,Germany,Tablet,New
CUST_00082,Germany,Desktop,Returning
CUST_00083,Germany,Mobile,Returning
CUST_00084,Nigeria,Tablet,New
CUST_00085,Nigeria,Desktop,Returning
CUST_00086,Kenya,Desktop,New
CUST_00087,UK,Desktop,Returning
CUST_00088,Ghana,Mobile,New
CUST_00089,Germany,Tablet,New
CUST_00090,Kenya,Mobile,Returning
CUST_00091,Ghana,Mobile,Returning
CUST_00092,Kenya,Mobile,New
CUST_00093,Nigeria,Tablet,Returning
CUST_00094,Germany,Mobile,Returning
CUST_00095,Ghana,Mobile,Returning
CUST_00096,Ghana,Mobile,New
CUST_00097,Ghana,Mobile,New
CUST_00098,Ghana,Desktop,New
CUST_00099,Ghana,Mobile,Returning
CUST_00100,Kenya,Desktop,Returning
CUST_00101,Germany,Mobile,New
CUST_00102,Nigeria,Tablet,New
CUST_00103,Nigeria,Desktop,Returning
CUST_00104,Nigeria,Desktop,Returning
CUST_00105,Nigeria,Desktop,Returning
CUST_00106,Kenya,Desktop,Returning
CUST_00107,UK,Tablet,New
CUST_00108,Germany,Mobile,Returning
CUST_00109,Ghana,Desktop,Returning
CUST_00110,UK,Tablet,New
CUST_00111,Nigeria,Desktop,New
CUST_00112,UK,Mobile,Returning
CUST_00113,Germany,Desktop,New
CUST_00114,Ghana,Tablet,Returning
CUST_00115,Ghana,Mobile,Returning
CUST_00116,Germany,Tablet,New
CUST_00117,Germany,Mobile,New
CUST_00118,Nigeria,Mobile,Returning
CUST_00119,Ghana,Mobile,New
CUST_00120,UK,Desktop,Returning
CUST_00121,Kenya,Tablet,Returning
CUST_00122,Kenya,Tablet,Returning
CUST_00123,Germany,Tablet,New
CUST_00124,Nigeria,Mobile,Returning
CUST_00125,Kenya,Desktop,Returning
CUST_00126,Ghana,Mobile,Returning
CUST_00127,Germany,Tablet,New
CUST_00128,UK,Desktop,Returning
CUST_00129,Germany,Desktop,Returning
CUST_00130,UK,Desktop,Returning
CUST_00131,Germany,Tablet,New
CUST_00132,Germany,Desktop,Returning
CUST_00133,Germany,Desktop,Returning
CUST_00134,UK,Mobile,New
CUST_00135,UK,Mobile,New
CUST_00136,Germany,Desktop,Returning
CUST_00137,Kenya,Desktop,Returning
CUST_00138,Nigeria,Mobile,Returning
CUST_00139,Nigeria,Mobile,New
CUST_00140,Nigeria,Mobile,New
CUST_00141,UK,Tablet,Returning
CUST_00142,UK,Tablet,New
CUST_00143,Kenya,Mobile,Returning
CUST_00144,Nigeria,Desktop,Returning
CUST_00145,Nigeria,Mobile,New
CUST_00146,Germany,Tablet,Returning
CUST_00147,UK,Desktop,New
CUST_00148,Nigeria,Tablet,New
CUST_00149,Kenya,Desktop,Returning
CUST_00150,Kenya,Tablet,New
CUST_00151,Nigeria,Desktop,Returning
CUST_00152,UK,Desktop,New
CUST_00153,Kenya,Desktop,Returning
CUST_00154,Germany,Desktop,Returning
CUST_00155,Kenya,Tablet,Returning
CUST_00156,Ghana,Tablet,New
CUST_00157,Ghana,Desktop,Returning
CUST_00158,UK,Desktop,New
CUST_00159,Nigeria,Tablet,New
CUST_00160,UK,Desktop,New
CUST_00161,UK,Desktop,New
CUST_00162,UK,Desktop,New
CUST_00163,UK,Mobile,Returning
CUST_00164,Germany,Desktop,New
CUST_00165,Germany,Mobile,Returning
CUST_00166,Kenya,Desktop,Returning
CUST_00167,Ghana,Tablet,New
CUST_00168,UK,Mobile,Returning
CUST_00169,Kenya,Mobile,Returning
CUST_00170,Ghana,Desktop,New
CUST_00171,Nigeria,Desktop,Returning
CUST_00172,Germany,Mobile,New
CUST_00173,Ghana,Tablet,New
CUST_00174,Nigeria,Tablet,New
CUST_00175,Ghana,Desktop,Returning
CUST_00176,Germany,Tablet,Returning
CUST_00177,Germany,Tablet,Returning
CUST_00178,Kenya,Desktop,Returning
CUST_00179,UK,Tablet,New
CUST_00180,Ghana,Desktop,New
CUST_00181,Ghana,Mobile,Returning
CUST_00182,Nigeria,Desktop,New
CUST_00183,Germany,Mobile,Returning
CUST_00184,Ghana,Mobile,New
CUST_00185,Germany,Tablet,New
CUST_00186,Ghana,Tablet,New
CUST_00187,Kenya,Tablet,New
CUST_00188,UK,Desktop,New
CUST_00189,Ghana,Tablet,Returning
CUST_00190,Germany,Mobile,Returning
CUST_00191,Kenya,Tablet,New
CUST_00192,Ghana,Tablet,Returning
CUST_00193,Nigeria,Desktop,New
CUST_00194,UK,Desktop,New
CUST_00195,Ghana,Mobile,New
CUST_00196,Kenya,Desktop,New
CUST_00197,Nigeria,Tablet,Returning
CUST_00198,Kenya,Desktop,New
CUST_00199,Kenya,Mobile,Returning
CUST_00200,Nigeria,Tablet,New
CUST_00201,Kenya,Mobile,New
CUST_00202,Nigeria,Desktop,Returning
CUST_00203,Ghana,Desktop,New
CUST_00204,Nigeria,Mobile,New
CUST_00205,Nigeria,Tablet,Returning
CUST_00206,UK,Desktop,Returning
CUST_00207,Nigeria,Desktop,Returning
CUST_00208,Nigeria,Tablet,New
CUST_00209,Ghana,Desktop,New
CUST_00210,UK,Mobile,Returning
CUST_00211,Germany,Desktop,Returning
CUST_00212,Ghana,Desktop,New
CUST_00213,Ghana,Tablet,New
CUST_00214,Germany,Mobile,Returning
CUST_00215,Nigeria,Tablet,Returning
CUST_00216,Kenya,Desktop,Returning
CUST_00217,UK,Desktop,Returning
CUST_00218,Kenya,Tablet,New
CUST_00219,Germany,Tablet,New
CUST_00220,Ghana,Tablet,New
CUST_00221,Ghana,Mobile,New
CUST_00222,UK,Desktop,Returning
CUST_00223,Ghana,Tablet,New
CUST_00224,Ghana,Desktop,Returning
CUST_00225,UK,Mobile,New
CUST_00226,UK,Mobile,New
CUST_00227,Germany,Mobile,New
CUST_00228,Ghana,Mobile,Returning
CUST_00229,Ghana,Desktop,New
CUST_00230,Germany,Mobile,Returning
CUST_00231,Nigeria,Mobile,Returning
CUST_00232,Nigeria,Tablet,New
CUST_00233,Nigeria,Mobile,Returning
CUST_00234,Germany,Tablet,New
CUST_00235,Ghana,Mobile,Returning
CUST_00236,Germany,Mobile,New
CUST_00237,Germany,Tablet,Returning
CUST_00238,Nigeria,Mobile,Returning
CUST_00239,Kenya,Desktop,New
CUST_00240,Ghana,Desktop,New
CUST_00241,Nigeria,Mobile,New
CUST_00242,Kenya,Desktop,New
CUST_00243,Kenya,Tablet,Returning
CUST_00244,UK,Mobile,Returning
CUST_00245,Ghana,Mobile,Returning
CUST_00246,Kenya,Tablet,Returning
CUST_00247,Nigeria,Tablet,New
CUST_00248,UK,Tablet,Returning
CUST_00249,Ghana,Mobile,New
CUST_00250,Germany,Tablet,Returning
CUST_00251,Nigeria,Tablet,New
CUST_00252,Kenya,Desktop,New
CUST_00253,Kenya,Desktop,New
CUST_00254,Nigeria,Mobile,New
CUST_00255,Kenya,Desktop,New
CUST_00256,UK,Desktop,Returning
CUST_00257,Ghana,Tablet,New
CUST_00258,UK,Tablet,Returning
CUST_00259,Kenya,Desktop,Returning
CUST_00260,Germany,Desktop,New
CUST_00261,Ghana,Desktop,Returning
CUST_00262,Ghana,Mobile,Returning
CUST_00263,Nigeria,Mobile,Returning
CUST_00264,Nigeria,Mobile,New
CUST_00265,Germany,Desktop,New
CUST_00266,Ghana,Desktop,New
CUST_00267,Germany,Mobile,New
CUST_00268,Nigeria,Mobile,Returning
CUST_00269,Nigeria,Desktop,Returning
CUST_00270,Ghana,Tablet,Returning
CUST_00271,UK,Mobile,Returning
CUST_00272,Kenya,Desktop,Returning
CUST_00273,Nigeria,Desktop,Returning
CUST_00274,Nigeria,Tablet,New
CUST_00275,UK,Desktop,Returning
CUST_00276,UK,Desktop,Returning
CUST_00277,Germany,Mobile,Returning
CUST_00278,Germany,Mobile,New
CUST_00279,Kenya,Tablet,Returning
CUST_00280,Kenya,Tablet,Returning
CUST_00281,Ghana,Desktop,New
CUST_00282,Germany,Mobile,Returning
CUST_00283,Nigeria,Tablet,New
CUST_00284,Germany,Tablet,New
CUST_00285,Nigeria,Tablet,Returning
CUST_00286,UK,Desktop,Returning
CUST_00287,Germany,Mobile,New
CUST_00288,UK,Tablet,Returning
CUST_00289,Kenya,Mobile,Returning
CUST_00290,Kenya,Tablet,New
CUST_00291,Ghana,Tablet,New
CUST_00292,Germany,Mobile,Returning
CUST_00293,UK,Mobile,New
CUST_00294,Nigeria,Mobile,Returning
CUST_00295,Kenya,Desktop,Returning
CUST_00296,Kenya,Tablet,Returning
CUST_00297,Nigeria,Desktop,Returning
CUST_00298,UK,Mobile,New
CUST_00299,UK,Tablet,Returning
CUST_00300,Germany,Desktop,New
CUST_00301,Germany,Tablet,Returning
CUST_00302,Ghana,Desktop,Returning
CUST_00303,Kenya,Mobile,New
CUST_00304,Germany,Desktop,Returning
CUST_00305,UK,Tablet,New
CUST_00306,Nigeria,Tablet,New
CUST_00307,UK,Tablet,Returning
CUST_00308,Kenya,Tablet,Returning
CUST_00309,UK,Mobile,Returning
CUST_00310,Ghana,Desktop,Returning
CUST_00311,Kenya,Mobile,New
CUST_00312,Nigeria,Mobile,Returning
CUST_00313,Ghana,Mobile,Returning
CUST_00314,Kenya,Tablet,Returning
CUST_00315,Nigeria,Tablet,Returning
CUST_00316,Ghana,Tablet,Returning
CUST_00317,Ghana,Desktop,New
CUST_00318,Kenya,Tablet,Returning
CUST_00319,Germany,Desktop,New
CUST_00320,Ghana,Tablet,Returning
CUST_00321,Ghana,Tablet,Returning
CUST_00322,Nigeria,Mobile,Returning
CUST_00323,UK,Mobile,New
CUST_00324,Kenya,Mobile,Returning
CUST_00325,Kenya,Desktop,New
CUST_00326,Germany,Desktop,New
CUST_00327,Germany,Tablet,Returning
CUST_00328,Kenya,Desktop,New
CUST_00329,Germany,Tablet,Returning
CUST_00330,Nigeria,Desktop,Returning
CUST_00331,Kenya,Desktop,New
CUST_00332,Germany,Desktop,Returning
CUST_00333,Kenya,Mobile,Returning
CUST_00334,UK,Desktop,New
CUST_00335,Ghana,Mobile,New
CUST_00336,Kenya,Mobile,New
CUST_00337,Ghana,Desktop,New
CUST_00338,Germany,Tablet,New
CUST_00339,Ghana,Tablet,New
CUST_00340,Kenya,Tablet,Returning
CUST_00341,UK,Desktop,New
CUST_00342,Germany,Tablet,New
CUST_00343,Kenya,Mobile,Returning
CUST_00344,Germany,Tablet,Returning
CUST_00345,Nigeria,Desktop,New
CUST_00346,Ghana,Tablet,New
CUST_00347,Nigeria,Mobile,Returning
CUST_00348,Kenya,Desktop,New
CUST_00349,UK,Tablet,New
CUST_00350,Germany,Desktop,Returning
CUST_00351,Ghana,Desktop,New
CUST_00352,Germany,Desktop,Returning
CUST_00353,Kenya,Tablet,New
CUST_00354,Germany,Desktop,Returning
CUST_00355,Ghana,Tablet,Returning
CUST_00356,Kenya,Mobile,Returning
CUST_00357,Germany,Tablet,New
CUST_00358,UK,Mobile,Returning
CUST_00359,Kenya,Tablet,New
CUST_00360,Kenya,Desktop,Returning
CUST_00361,UK,Tablet,Returning
CUST_00362,Nigeria,Desktop,Returning
CUST_00363,Ghana,Mobile,New
CUST_00364,Nigeria,Tablet,New
CUST_00365,Germany,Desktop,Returning
CUST_00366,UK,Mobile,New
CUST_00367,Nigeria,Mobile,New
CUST_00368,Kenya,Tablet,New
CUST_00369,Germany,Mobile,Returning
CUST_00370,Germany,Desktop,New
CUST_00371,Nigeria,Mobile,Returning
CUST_00372,Nigeria,Mobile,Returning
CUST_00373,UK,Desktop,Returning
CUST_00374,Ghana,Mobile,New
CUST_00375,Nigeria,Mobile,Returning
CUST_00376,Nigeria,Mobile,New
CUST_00377,Kenya,Mobile,New
CUST_00378,Germany,Desktop,Returning
CUST_00379,Ghana,Mobile,Returning
CUST_00380,Kenya,Desktop,Returning
CUST_00381,UK,Mobile,New
CUST_00382,UK,Mobile,New
CUST_00383,Nigeria,Mobile,Returning
CUST_00384,Nigeria,Mobile,Returning
CUST_00385,UK,Desktop,New
CUST_00386,Nigeria,Desktop,New
CUST_00387,Ghana,Desktop,Returning
CUST_00388,Nigeria,Tablet,New
CUST_00389,Germany,Mobile,New
CUST_00390,Nigeria,Mobile,New
CUST_00391,Kenya,Desktop,New
CUST_00392,Ghana,Tablet,New
CUST_00393,Kenya,Mobile,New
CUST_00394,Kenya,Desktop,Returning
CUST_00395,Germany,Mobile,New
CUST_00396,Ghana,Mobile,Returning
CUST_00397,Ghana,Desktop,Returning
CUST_00398,Ghana,Desktop,New
CUST_00399,Ghana,Mobile,Returning
CUST_00400,Ghana,Mobile,Returning
CUST_00401,Germany,Desktop,Returning
CUST_00402,Nigeria,Mobile,New
CUST_00403,Kenya,Mobile,Returning
CUST_00404,Ghana,Desktop,New
CUST_00405,Nigeria,Mobile,Returning
CUST_00406,Nigeria,Mobile,Returning
CUST_00407,Kenya,Tablet,Returning
CUST_00408,Germany,Desktop,Returning
CUST_00409,UK,Tablet,New
CUST_00410,UK,Tablet,Returning
CUST_00411,Nigeria,Tablet,Returning
CUST_00412,Kenya,Mobile,New
CUST_00413,UK,Mobile,New
CUST_00414,Nigeria,Tablet,New
CUST_00415,Germany,Tablet,Returning
CUST_00416,UK,Tablet,New
CUST_00417,Nigeria,Mobile,New
CUST_00418,Nigeria,Tablet,New
CUST_00419,Ghana,Tablet,New
CUST_00420,Germany,Desktop,New
CUST_00421,Ghana,Desktop,New
CUST_00422,Kenya,Mobile,Returning
CUST_00423,Ghana,Desktop,New
CUST_00424,Ghana,Desktop,Returning
CUST_00425,UK,Desktop,New
CUST_00426,Nigeria,Mobile,New
CUST_00427,Germany,Desktop,New
CUST_00428,Ghana,Mobile,Returning
CUST_00429,Germany,Tablet,New
CUST_00430,Ghana,Desktop,New
CUST_00431,Kenya,Mobile,New
CUST_00432,Ghana,Desktop,New
CUST_00433,UK,Tablet,Returning
CUST_00434,Nigeria,Mobile,Returning
CUST_00435,Kenya,Mobile,Returning
CUST_00436,Ghana,Mobile,Returning
CUST_00437,Germany,Tablet,Returning
CUST_00438,Kenya,Tablet,New
CUST_00439,Kenya,Tablet,New
CUST_00440,Ghana,Mobile,New
CUST_00441,Kenya,Tablet,Returning
CUST_00442,Germany,Desktop,New
CUST_00443,Kenya,Tablet,Returning
CUST_00444,Germany,Mobile,New
CUST_00445,Ghana,Desktop,Returning
CUST_00446,Nigeria,Tablet,New
CUST_00447,Kenya,Desktop,New
CUST_00448,Nigeria,Desktop,New
CUST_00449,Germany,Mobile,New
CUST_00450,Kenya,Desktop,Returning
CUST_00451,UK,Desktop,New
CUST_00452,Nigeria,Mobile,New
CUST_00453,Kenya,Mobile,New
CUST_00454,Nigeria,Mobile,Returning
CUST_00455,Kenya,Desktop,New
CUST_00456,Ghana,Desktop,New
CUST_00457,Nigeria,Desktop,New
CUST_00458,UK,Mobile,New
CUST_00459,UK,Tablet,New
CUST_00460,Germany,Desktop,Returning
CUST_00461,Kenya,Tablet,Returning
CUST_00462,Nigeria,Mobile,Returning
CUST_00463,Germany,Desktop,New
CUST_00464,Nigeria,Tablet,Returning
CUST_00465,Kenya,Desktop,New
CUST_00466,UK,Desktop,New
CUST_00467,Ghana,Desktop,New
CUST_00468,UK,Tablet,New
CUST_00469,Germany,Mobile,Returning
CUST_00470,Ghana,Desktop,Returning
CUST_00471,Germany,Mobile,Returning
CUST_00472,Kenya,Mobile,New
CUST_00473,Ghana,Tablet,Returning
CUST_00474,Germany,Tablet,Returning
CUST_00475,Kenya,Mobile,New
CUST_00476,UK,Desktop,Returning
CUST_00477,Kenya,Tablet,New
CUST_00478,Nigeria,Desktop,Returning
CUST_00479,Kenya,Desktop,Returning
CUST_00480,Kenya,Desktop,Returning
CUST_00481,Nigeria,Mobile,New
CUST_00482,Germany,Desktop,Returning
CUST_00483,Germany,Mobile,Returning
CUST_00484,Kenya,Mobile,Returning
CUST_00485,Nigeria,Desktop,Returning
CUST_00486,Nigeria,Desktop,New
CUST_00487,UK,Desktop,New
CUST_00488,Germany,Desktop,Returning
CUST_00489,Ghana,Mobile,Returning
CUST_00490,Germany,Desktop,Returning
CUST_00491,Germany,Desktop,New
CUST_00492,UK,Mobile,Returning
CUST_00493,Ghana,Tablet,Returning
CUST_00494,UK,Tablet,New
CUST_00495,Ghana,Mobile,New
CUST_00496,Kenya,Tablet,New
CUST_00497,Ghana,Mobile,Returning
CUST_00498,UK,Desktop,New
CUST_00499,Germany,Desktop,New
CUST_00500,Ghana,Tablet,Returning
CUST_00501,Ghana,Desktop,New
CUST_00502,Nigeria,Tablet,Returning
CUST_00503,Germany,Tablet,Returning
CUST_00504,Kenya,Desktop,New
CUST_00505,UK,Desktop,Returning
CUST_00506,Kenya,Tablet,New
CUST_00507,Germany,Desktop,New
CUST_00508,Ghana,Mobile,New
CUST_00509,Ghana,Desktop,Returning
CUST_00510,Germany,Desktop,New
CUST_00511,Ghana,Mobile,Returning
CUST_00512,Ghana,Desktop,Returning
CUST_00513,Ghana,Desktop,Returning
CUST_00514,UK,Tablet,New
CUST_00515,UK,Desktop,Returning
CUST_00516,Nigeria,Desktop,Returning
CUST_00517,Kenya,Mobile,New
CUST_00518,Germany,Tablet,New
CUST_00519,Germany,Tablet,Returning
CUST_00520,Germany,Tablet,Returning
CUST_00521,Nigeria,Desktop,New
CUST_00522,UK,Tablet,Returning
CUST_00523,Nigeria,Mobile,Returning
CUST_00524,Germany,Tablet,Returning
CUST_00525,Kenya,Mobile,Returning
CUST_00526,Ghana,Tablet,New
CUST_00527,UK,Tablet,Returning
CUST_00528,UK,Mobile,New
CUST_00529,Nigeria,Tablet,Returning
CUST_00530,UK,Tablet,New
CUST_00531,Germany,Tablet,Returning
CUST_00532,Germany,Desktop,New
CUST_00533,Nigeria,Mobile,Returning
CUST_00534,Germany,Tablet,New
CUST_00535,Kenya,Mobile,Returning
CUST_00536,Nigeria,Mobile,Returning
CUST_00537,Kenya,Mobile,New
CUST_00538,Ghana,Tablet,New
CUST_00539,Kenya,Tablet,New
CUST_00540,Ghana,Mobile,New
CUST_00541,Ghana,Desktop,New
CUST_00542,Kenya,Mobile,Returning
CUST_00543,Nigeria,Desktop,New
CUST_00544,Germany,Mobile,New
CUST_00545,Germany,Mobile,Returning
CUST_00546,Ghana,Mobile,New
CUST_00547,Ghana,Tablet,New
CUST_00548,Nigeria,Desktop,New
CUST_00549,UK,Desktop,Returning
CUST_00550,Kenya,Mobile,New
CUST_00551,Ghana,Tablet,Returning
CUST_00552,Germany,Tablet,Returning
CUST_00553,Nigeria,Desktop,New
CUST_00554,Kenya,Tablet,Returning
CUST_00555,Nigeria,Desktop,New
CUST_00556,Kenya,Desktop,New
CUST_00557,Kenya,Desktop,New
CUST_00558,Ghana,Tablet,New
CUST_00559,Nigeria,Desktop,New
CUST_00560,Nigeria,Desktop,Returning
CUST_00561,Germany,Mobile,Returning
CUST_00562,Germany,Desktop,Returning
CUST_00563,Ghana,Desktop,Returning
CUST_00564,Ghana,Mobile,New
CUST_00565,UK,Mobile,New
CUST_00566,Germany,Tablet,Returning
CUST_00567,Kenya,Desktop,New
CUST_00568,Nigeria,Tablet,Returning
CUST_00569,Ghana,Tablet,Returning
CUST_00570,Nigeria,Mobile,Returning
CUST_00571,Nigeria,Tablet,Returning
CUST_00572,UK,Desktop,New
CUST_00573,Germany,Mobile,New
CUST_00574,Ghana,Desktop,Returning
CUST_00575,Nigeria,Desktop,Returning
CUST_00576,Ghana,Mobile,Returning
CUST_00577,Kenya,Desktop,Returning
CUST_00578,UK,Mobile,Returning
CUST_00579,Kenya,Desktop,New
CUST_00580,Ghana,Mobile,Returning
CUST_00581,Ghana,Tablet,Returning
CUST_00582,Germany,Desktop,New
CUST_00583,Nigeria,Mobile,New
CUST_00584,Nigeria,Desktop,New
CUST_00585,Kenya,Desktop,New
CUST_00586,UK,Desktop,New
CUST_00587,Nigeria,Mobile,New
CUST_00588,Germany,Tablet,New
CUST_00589,Kenya,Tablet,New
CUST_00590,Kenya,Tablet,New
CUST_00591,Germany,Mobile,Returning
CUST_00592,UK,Tablet,New
CUST_00593,Germany,Mobile,Returning
CUST_00594,UK,Desktop,Returning
CUST_00595,Germany,Desktop,Returning
CUST_00596,Germany,Tablet,Returning
CUST_00597,Ghana,Mobile,Returning
CUST_00598,Kenya,Desktop,Returning
CUST_00599,Germany,Mobile,Returning
CUST_00600,Germany,Mobile,Returning
CUST_00601,Nigeria,Desktop,New
CUST_00602,Kenya,Mobile,Returning
CUST_00603,Nigeria,Desktop,Returning
CUST_00604,Kenya,Desktop,Returning
CUST_00605,Nigeria,Desktop,Returning
CUST_00606,Germany,Mobile,New
CUST_00607,Germany,Desktop,Returning
CUST_00608,Ghana,Mobile,New
CUST_00609,Nigeria,Desktop,New
CUST_00610,UK,Desktop,Returning
CUST_00611,Ghana,Tablet,Returning
CUST_00612,Nigeria,Tablet,New
CUST_00613,Nigeria,Tablet,Returning
CUST_00614,Ghana,Mobile,Returning
CUST_00615,Germany,Mobile,New
CUST_00616,Nigeria,Desktop,New
CUST_00617,Germany,Desktop,Returning
CUST_00618,Ghana,Desktop,Returning
CUST_00619,Germany,Desktop,Returning
CUST_00620,Kenya,Mobile,New
CUST_00621,UK,Desktop,Returning
CUST_00622,Nigeria,Desktop,New
CUST_00623,UK,Tablet,New
CUST_00624,Germany,Desktop,Returning
CUST_00625,Nigeria,Desktop,New
CUST_00626,Germany,Desktop,Returning
CUST_00627,Kenya,Mobile,Returning
CUST_00628,Ghana,Tablet,New
CUST_00629,Nigeria,Desktop,Returning
CUST_00630,Kenya,Desktop,New
CUST_00631,Kenya,Tablet,New
CUST_00632,Nigeria,Desktop,Returning
CUST_00633,Germany,Mobile,Returning
CUST_00634,Kenya,Desktop,Returning
CUST_00635,UK,Mobile,Returning
CUST_00636,Kenya,Mobile,New
CUST_00637,Germany,Desktop,New
CUST_00638,Germany,Tablet,New
CUST_00639,UK,Mobile,Returning
CUST_00640,Kenya,Tablet,New
CUST_00641,Germany,Desktop,New
CUST_00642,Nigeria,Mobile,Returning
CUST_00643,Ghana,Desktop,Returning
CUST_00644,Ghana,Tablet,Returning
CUST_00645,Ghana,Desktop,New
CUST_00646,Kenya,Desktop,Returning
CUST_00647,UK,Mobile,New
CUST_00648,Germany,Desktop,New
CUST_00649,Nigeria,Desktop,New
CUST_00650,Nigeria,Desktop,New
CUST_00651,Kenya,Mobile,New
CUST_00652,Ghana,Tablet,Returning
CUST_00653,Kenya,Tablet,New
CUST_00654,UK,Desktop,Returning
CUST_00655,UK,Mobile,New
CUST_00656,Germany,Desktop,New
CUST_00657,Germany,Tablet,Returning
CUST_00658,UK,Mobile,New
CUST_00659,UK,Tablet,New
CUST_00660,UK,Tablet,Returning
CUST_00661,Kenya,Mobile,Returning
CUST_00662,UK,Mobile,New
CUST_00663,Nigeria,Desktop,New
CUST_00664,Ghana,Desktop,New
CUST_00665,UK,Tablet,Returning
CUST_00666,Ghana,Mobile,New
CUST_00667,Kenya,Mobile,Returning
CUST_00668,Ghana,Desktop,Returning
CUST_00669,Kenya,Tablet,New
CUST_00670,Nigeria,Tablet,Returning
CUST_00671,Kenya,Desktop,New
CUST_00672,Kenya,Mobile,New
CUST_00673,Germany,Desktop,Returning
CUST_00674,UK,Desktop,Returning
CUST_00675,UK,Desktop,Returning
CUST_00676,Nigeria,Desktop,Returning
CUST_00677,Nigeria,Mobile,Returning
CUST_00678,UK,Desktop,Returning
CUST_00679,Germany,Mobile,New
CUST_00680,UK,Desktop,New
CUST_00681,Germany,Tablet,New
CUST_00682,Nigeria,Mobile,Returning
CUST_00683,Ghana,Tablet,Returning
CUST_00684,Nigeria,Desktop,Returning
CUST_00685,Nigeria,Desktop,New
CUST_00686,Kenya,Desktop,New
CUST_00687,Kenya,Mobile,Returning
CUST_00688,Kenya,Tablet,Returning
CUST_00689,Kenya,Mobile,Returning
CUST_00690,Germany,Mobile,Returning
CUST_00691,UK,Desktop,New
CUST_00692,Ghana,Tablet,New
CUST_00693,Nigeria,Desktop,New
CUST_00694,Germany,Mobile,Returning
CUST_00695,Ghana,Desktop,New
CUST_00696,Germany,Tablet,Returning
CUST_00697,Germany,Desktop,Returning
CUST_00698,Nigeria,Tablet,Returning
CUST_00699,UK,Tablet,New
CUST_00700,Kenya,Desktop,New
CUST_00701,UK,Mobile,Returning
CUST_00702,Nigeria,Desktop,New
CUST_00703,Nigeria,Mobile,Returning
CUST_00704,Nigeria,Mobile,Returning
CUST_00705,Ghana,Desktop,Returning
CUST_00706,UK,Mobile,New
CUST_00707,UK,Mobile,New
CUST_00708,Germany,Desktop,Returning
CUST_00709,Germany,Desktop,New
CUST_00710,Germany,Desktop,New
