event_id,customer_id,campaign_id,advertiser_id,product_id,position,clicked,event_time
EVT_032506,CUST_02512,CMP_010,ADV017,PRDT_072,8,0,2026-06-01 01:33:00
EVT_041930,CUST_02167,CMP_027,ADV013,PRDT_063,8,0,2026-06-01 01:34:00
EVT_020729,CUST_01077,CMP_022,ADV009,PRDT_082,8,0,2026-06-01 01:36:00
EVT_018970,CUST_04093,CMP_003,ADV001,PRDT_076,1,0,2026-06-01 01:45:00
EVT_031027,CUST_01147,CMP_009,ADV006,PRDT_183,3,0,2026-06-01 01:47:00
EVT_045261,CUST_00427,CMP_029,ADV001,PRDT_181,8,0,2026-06-01 01:47:00
EVT_011503,CUST_03610,CMP_029,ADV001,PRDT_195,5,1,2026-06-01 01:48:00
EVT_034317,CUST_03556,CMP_011,ADV005,PRDT_174,1,0,2026-06-01 01:49:00
EVT_030839,CUST_04582,CMP_029,ADV001,PRDT_086,3,0,2026-06-01 01:49:00
EVT_006513,CUST_02353,CMP_030,ADV017,PRDT_160,3,0,2026-06-01 01:49:00
EVT_032919,CUST_02735,CMP_018,ADV010,PRDT_043,6,0,2026-06-01 01:50:00
EVT_008283,CUST_00829,CMP_039,ADV001,PRDT_005,3,0,2026-06-01 01:53:00
EVT_003463,CUST_03418,CMP_045,ADV015,PRDT_116,7,0,2026-06-01 01:58:00
EVT_033697,CUST_02158,CMP_042,ADV017,PRDT_158,2,0,2026-06-01 01:59:00
EVT_037124,CUST_03928,CMP_022,ADV009,PRDT_061,8,0,2026-06-01 02:00:00
EVT_007609,CUST_01043,CMP_019,ADV019,PRDT_108,9,0,2026-06-01 02:00:00
EVT_033632,CUST_04044,CMP_014,ADV003,PRDT_098,1,0,2026-06-01 02:01:00
EVT_024099,CUST_04849,CMP_001,ADV017,PRDT_158,6,0,2026-06-01 02:01:00
EVT_035898,CUST_03049,CMP_025,ADV019,PRDT_143,7,0,2026-06-01 02:02:00
EVT_003729,CUST_00080,CMP_037,ADV018,PRDT_025,10,0,2026-06-01 02:06:00
EVT_024188,CUST_01510,CMP_026,ADV013,PRDT_060,6,0,2026-06-01 02:13:00
EVT_029788,CUST_03511,CMP_007,ADV001,PRDT_064,10,0,2026-06-01 02:19:00
EVT_003652,CUST_03723,CMP_013,ADV006,PRDT_173,6,0,2026-06-01 02:20:00
EVT_009042,CUST_00789,CMP_040,ADV012,PRDT_152,2,0,2026-06-01 02:21:00
EVT_010245,CUST_03139,CMP_028,ADV004,PRDT_118,5,0,2026-06-01 02:24:00
EVT_034728,CUST_00766,CMP_003,ADV001,PRDT_086,6,0,2026-06-01 02:25:00
EVT_030703,CUST_03571,CMP_015,ADV005,PRDT_017,9,0,2026-06-01 02:27:00
EVT_014076,CUST_04541,CMP_023,ADV014,PRDT_101,3,0,2026-06-01 02:29:00
EVT_001710,CUST_04072,CMP_024,ADV001,PRDT_005,9,0,2026-06-01 02:30:00
EVT_037407,CUST_00974,CMP_007,ADV001,PRDT_142,3,0,2026-06-01 02:32:00
EVT_038203,CUST_00893,CMP_032,ADV002,PRDT_001,5,0,2026-06-01 02:36:00
EVT_020685,CUST_02585,CMP_029,ADV001,PRDT_131,4,1,2026-06-01 02:47:00
EVT_046074,CUST_04816,CMP_021,ADV014,PRDT_024,2,0,2026-06-01 02:50:00
EVT_001725,CUST_00161,CMP_007,ADV001,PRDT_165,1,0,2026-06-01 02:51:00
EVT_020553,CUST_01547,CMP_028,ADV004,PRDT_040,7,0,2026-06-01 02:52:00
EVT_017662,CUST_02861,CMP_004,ADV002,PRDT_167,3,0,2026-06-01 02:52:00
EVT_009660,CUST_04828,CMP_007,ADV001,PRDT_200,4,0,2026-06-01 02:55:00
EVT_005535,CUST_01102,CMP_020,ADV017,PRDT_156,3,0,2026-06-01 03:01:00
EVT_013596,CUST_04830,CMP_049,ADV011,PRDT_171,4,0,2026-06-01 03:02:00
EVT_043339,CUST_02417,CMP_023,ADV014,PRDT_024,5,1,2026-06-01 03:03:00
EVT_046888,CUST_01530,CMP_027,ADV013,PRDT_107,1,0,2026-06-01 03:04:00
EVT_035168,CUST_02861,CMP_042,ADV017,PRDT_158,2,0,2026-06-01 03:12:00
EVT_019245,CUST_03407,CMP_017,ADV010,PRDT_043,7,0,2026-06-01 03:16:00
EVT_004051,CUST_00290,CMP_015,ADV005,PRDT_095,8,0,2026-06-01 03:17:00
EVT_020089,CUST_04340,CMP_006,ADV003,PRDT_189,6,0,2026-06-01 03:20:00
EVT_048808,CUST_00803,CMP_034,ADV007,PRDT_079,7,0,2026-06-01 03:20:00
EVT_038303,CUST_02094,CMP_032,ADV002,PRDT_047,8,0,2026-06-01 03:21:00
EVT_014543,CUST_01143,CMP_040,ADV012,PRDT_007,1,0,2026-06-01 03:23:00
EVT_038298,CUST_02002,CMP_036,ADV003,PRDT_034,2,0,2026-06-01 03:25:00
EVT_016132,CUST_00499,CMP_001,ADV017,PRDT_159,2,1,2026-06-01 03:25:00
EVT_013746,CUST_02261,CMP_044,ADV015,PRDT_029,3,0,2026-06-01 03:25:00
EVT_006256,CUST_01444,CMP_039,ADV001,PRDT_099,9,0,2026-06-01 03:28:00
EVT_049726,CUST_00765,CMP_010,ADV017,PRDT_072,9,0,2026-06-01 03:28:00
EVT_026314,CUST_04715,CMP_017,ADV010,PRDT_009,4,0,2026-06-01 03:28:00
EVT_000856,CUST_02724,CMP_043,ADV016,PRDT_179,8,0,2026-06-01 03:32:00
EVT_047938,CUST_04466,CMP_021,ADV014,PRDT_035,4,0,2026-06-01 03:35:00
EVT_021659,CUST_02564,CMP_048,ADV002,PRDT_176,9,0,2026-06-01 03:36:00
EVT_026224,CUST_01048,CMP_007,ADV001,PRDT_142,2,0,2026-06-01 03:38:00
EVT_011274,CUST_03349,CMP_026,ADV013,PRDT_060,6,0,2026-06-01 03:40:00
EVT_035308,CUST_02405,CMP_036,ADV003,PRDT_094,2,0,2026-06-01 03:43:00
EVT_037870,CUST_04398,CMP_048,ADV002,PRDT_122,3,1,2026-06-01 03:45:00
EVT_047873,CUST_02031,CMP_024,ADV001,PRDT_195,8,0,2026-06-01 03:46:00
EVT_046877,CUST_01191,CMP_009,ADV006,PRDT_125,4,0,2026-06-01 03:46:00
EVT_025033,CUST_04048,CMP_038,ADV012,PRDT_168,8,0,2026-06-01 03:49:00
EVT_008148,CUST_02946,CMP_014,ADV003,PRDT_089,5,0,2026-06-01 03:51:00
EVT_015634,CUST_02978,CMP_012,ADV005,PRDT_157,1,0,2026-06-01 03:51:00
EVT_003243,CUST_01478,CMP_010,ADV017,PRDT_156,2,0,2026-06-01 03:52:00
EVT_031110,CUST_04695,CMP_050,ADV019,PRDT_188,9,0,2026-06-01 04:01:00
EVT_043566,CUST_01786,CMP_034,ADV007,PRDT_192,10,0,2026-06-01 04:02:00
EVT_026620,CUST_01931,CMP_009,ADV006,PRDT_183,5,0,2026-06-01 04:03:00
EVT_020954,CUST_02264,CMP_003,ADV001,PRDT_165,7,0,2026-06-01 04:09:00
EVT_035367,CUST_01903,CMP_023,ADV014,PRDT_024,7,0,2026-06-01 04:09:00
EVT_018091,CUST_04152,CMP_011,ADV005,PRDT_095,3,0,2026-06-01 04:09:00
EVT_024127,CUST_03464,CMP_018,ADV010,PRDT_078,6,0,2026-06-01 04:09:00
EVT_003355,CUST_03267,CMP_005,ADV009,PRDT_140,5,0,2026-06-01 04:12:00
EVT_022178,CUST_04621,CMP_029,ADV001,PRDT_086,9,0,2026-06-01 04:14:00
EVT_047920,CUST_04637,CMP_006,ADV003,PRDT_098,6,0,2026-06-01 04:16:00
EVT_049294,CUST_04704,CMP_015,ADV005,PRDT_141,5,0,2026-06-01 04:20:00
EVT_038991,CUST_01141,CMP_037,ADV018,PRDT_045,1,0,2026-06-01 04:23:00
EVT_024672,CUST_03393,CMP_035,ADV002,PRDT_004,8,0,2026-06-01 04:23:00
EVT_021731,CUST_03884,CMP_032,ADV002,PRDT_122,9,0,2026-06-01 04:25:00
EVT_007761,CUST_02906,CMP_042,ADV017,PRDT_150,1,0,2026-06-01 04:25:00
EVT_046394,CUST_03871,CMP_043,ADV016,PRDT_184,2,0,2026-06-01 04:26:00
EVT_022775,CUST_00920,CMP_021,ADV014,PRDT_035,5,0,2026-06-01 04:29:00
EVT_046914,CUST_04352,CMP_025,ADV019,PRDT_108,10,0,2026-06-01 04:30:00
EVT_042311,CUST_01231,CMP_047,ADV014,PRDT_035,5,0,2026-06-01 04:38:00
EVT_033561,CUST_02249,CMP_025,ADV019,PRDT_143,1,0,2026-06-01 04:43:00
EVT_011037,CUST_03460,CMP_041,ADV005,PRDT_088,6,0,2026-06-01 04:45:00
EVT_014221,CUST_01145,CMP_021,ADV014,PRDT_050,3,0,2026-06-01 04:45:00
EVT_006542,CUST_01354,CMP_016,ADV005,PRDT_113,8,0,2026-06-01 04:47:00
EVT_010240,CUST_04526,CMP_004,ADV002,PRDT_161,5,0,2026-06-01 04:49:00
EVT_012975,CUST_04802,CMP_021,ADV014,PRDT_054,4,0,2026-06-01 04:51:00
EVT_008834,CUST_02337,CMP_005,ADV009,PRDT_140,3,0,2026-06-01 04:51:00
EVT_035625,CUST_01572,CMP_008,ADV016,PRDT_056,7,0,2026-06-01 04:52:00
EVT_010305,CUST_04700,CMP_049,ADV011,PRDT_178,1,0,2026-06-01 04:52:00
EVT_010325,CUST_04573,CMP_041,ADV005,PRDT_077,9,0,2026-06-01 04:55:00
EVT_024213,CUST_02844,CMP_041,ADV005,PRDT_088,2,0,2026-06-01 04:55:00
EVT_004558,CUST_04907,CMP_004,ADV002,PRDT_176,1,0,2026-06-01 05:03:00
EVT_026433,CUST_03846,CMP_022,ADV009,PRDT_140,3,1,2026-06-01 05:06:00
EVT_024756,CUST_03951,CMP_005,ADV009,PRDT_082,6,0,2026-06-01 05:08:00
EVT_036672,CUST_00752,CMP_021,ADV014,PRDT_054,1,0,2026-06-01 05:09:00
EVT_046388,CUST_03575,CMP_013,ADV006,PRDT_169,5,0,2026-06-01 05:12:00
EVT_025931,CUST_00500,CMP_005,ADV009,PRDT_026,9,0,2026-06-01 05:20:00
EVT_038131,CUST_01270,CMP_045,ADV015,PRDT_104,9,0,2026-06-01 05:22:00
EVT_028110,CUST_01451,CMP_021,ADV014,PRDT_054,7,0,2026-06-01 05:24:00
EVT_043378,CUST_02044,CMP_042,ADV017,PRDT_159,7,0,2026-06-01 05:25:00
EVT_001285,CUST_01495,CMP_004,ADV002,PRDT_027,4,0,2026-06-01 05:38:00
EVT_048743,CUST_04527,CMP_019,ADV019,PRDT_071,4,0,2026-06-01 05:40:00
EVT_001619,CUST_02705,CMP_022,ADV009,PRDT_082,9,0,2026-06-01 05:40:00
EVT_012088,CUST_02448,CMP_003,ADV001,PRDT_200,8,0,2026-06-01 05:40:00
EVT_001186,CUST_02779,CMP_025,ADV019,PRDT_121,1,1,2026-06-01 05:40:00
EVT_013565,CUST_01080,CMP_011,ADV005,PRDT_017,5,0,2026-06-01 05:43:00
EVT_033093,CUST_04211,CMP_031,ADV008,PRDT_053,10,0,2026-06-01 05:45:00
EVT_011548,CUST_02902,CMP_001,ADV017,PRDT_150,7,0,2026-06-01 05:46:00
EVT_028601,CUST_00352,CMP_023,ADV014,PRDT_097,2,0,2026-06-01 05:51:00
EVT_035061,CUST_03557,CMP_025,ADV019,PRDT_121,3,0,2026-06-01 05:51:00
EVT_018103,CUST_02616,CMP_045,ADV015,PRDT_012,1,0,2026-06-01 05:53:00
EVT_010804,CUST_02934,CMP_041,ADV005,PRDT_113,5,0,2026-06-01 05:53:00
EVT_041336,CUST_00185,CMP_050,ADV019,PRDT_121,7,1,2026-06-01 05:54:00
EVT_040840,CUST_00238,CMP_044,ADV015,PRDT_116,4,0,2026-06-01 05:56:00
EVT_004271,CUST_01732,CMP_029,ADV001,PRDT_200,10,0,2026-06-01 05:57:00
EVT_049015,CUST_01625,CMP_032,ADV002,PRDT_085,6,0,2026-06-01 06:00:00
EVT_003555,CUST_00141,CMP_020,ADV017,PRDT_008,1,0,2026-06-01 06:03:00
EVT_012272,CUST_04781,CMP_017,ADV010,PRDT_078,9,0,2026-06-01 06:04:00
EVT_011481,CUST_03908,CMP_021,ADV014,PRDT_097,5,0,2026-06-01 06:07:00
EVT_029244,CUST_04412,CMP_023,ADV014,PRDT_050,10,0,2026-06-01 06:08:00
EVT_044007,CUST_00612,CMP_038,ADV012,PRDT_068,6,0,2026-06-01 06:23:00
EVT_016339,CUST_01726,CMP_003,ADV001,PRDT_131,9,0,2026-06-01 06:25:00
EVT_041617,CUST_02309,CMP_036,ADV003,PRDT_155,9,0,2026-06-01 06:30:00
EVT_029578,CUST_02864,CMP_009,ADV006,PRDT_138,4,0,2026-06-01 06:33:00
EVT_039145,CUST_02899,CMP_029,ADV001,PRDT_131,4,0,2026-06-01 06:34:00
EVT_038760,CUST_01513,CMP_008,ADV016,PRDT_051,5,0,2026-06-01 06:37:00
EVT_002184,CUST_03239,CMP_043,ADV016,PRDT_056,1,0,2026-06-01 06:38:00
EVT_029000,CUST_01784,CMP_045,ADV015,PRDT_011,8,0,2026-06-01 06:47:00
EVT_029655,CUST_01621,CMP_020,ADV017,PRDT_110,7,0,2026-06-01 07:02:00
EVT_003339,CUST_04258,CMP_022,ADV009,PRDT_026,10,0,2026-06-01 07:02:00
EVT_017509,CUST_00959,CMP_033,ADV008,PRDT_053,3,0,2026-06-01 07:06:00
EVT_001614,CUST_03248,CMP_005,ADV009,PRDT_026,8,0,2026-06-01 07:19:00
EVT_032540,CUST_01130,CMP_045,ADV015,PRDT_059,9,1,2026-06-01 07:21:00
EVT_035853,CUST_01588,CMP_001,ADV017,PRDT_008,4,0,2026-06-01 07:25:00
EVT_042033,CUST_01125,CMP_034,ADV007,PRDT_197,3,0,2026-06-01 07:29:00
EVT_034135,CUST_01204,CMP_032,ADV002,PRDT_027,9,0,2026-06-01 07:33:00
EVT_009260,CUST_01060,CMP_009,ADV006,PRDT_042,5,0,2026-06-01 07:38:00
EVT_002153,CUST_01718,CMP_032,ADV002,PRDT_167,6,0,2026-06-01 07:42:00
EVT_025469,CUST_02159,CMP_001,ADV017,PRDT_008,4,1,2026-06-01 07:43:00
EVT_005660,CUST_03725,CMP_027,ADV013,PRDT_119,10,0,2026-06-01 07:43:00
EVT_013564,CUST_04122,CMP_009,ADV006,PRDT_138,10,0,2026-06-01 07:48:00
EVT_030645,CUST_03793,CMP_024,ADV001,PRDT_064,7,0,2026-06-01 07:49:00
EVT_027917,CUST_02053,CMP_044,ADV015,PRDT_062,5,0,2026-06-01 07:50:00
EVT_006350,CUST_04855,CMP_040,ADV012,PRDT_007,9,0,2026-06-01 07:54:00
EVT_007276,CUST_03186,CMP_038,ADV012,PRDT_152,7,0,2026-06-01 07:57:00
EVT_033036,CUST_01653,CMP_009,ADV006,PRDT_183,2,0,2026-06-01 07:59:00
EVT_006651,CUST_04966,CMP_043,ADV016,PRDT_056,1,0,2026-06-01 07:59:00
EVT_021337,CUST_00055,CMP_039,ADV001,PRDT_200,6,0,2026-06-01 08:00:00
EVT_044825,CUST_04578,CMP_004,ADV002,PRDT_047,3,0,2026-06-01 08:05:00
EVT_008276,CUST_00203,CMP_040,ADV012,PRDT_090,3,0,2026-06-01 08:07:00
EVT_008959,CUST_00057,CMP_026,ADV013,PRDT_134,10,0,2026-06-01 08:11:00
EVT_009390,CUST_00107,CMP_034,ADV007,PRDT_109,4,0,2026-06-01 08:13:00
EVT_037889,CUST_03231,CMP_049,ADV011,PRDT_070,5,0,2026-06-01 08:13:00
EVT_024173,CUST_01949,CMP_005,ADV009,PRDT_082,5,0,2026-06-01 08:15:00
EVT_009854,CUST_04077,CMP_043,ADV016,PRDT_051,3,0,2026-06-01 08:16:00
EVT_045455,CUST_04195,CMP_011,ADV005,PRDT_100,3,0,2026-06-01 08:26:00
EVT_031743,CUST_04795,CMP_049,ADV011,PRDT_171,4,0,2026-06-01 08:26:00
EVT_046796,CUST_03095,CMP_046,ADV005,PRDT_100,10,0,2026-06-01 08:31:00
EVT_000657,CUST_04089,CMP_005,ADV009,PRDT_082,5,0,2026-06-01 08:35:00
EVT_005305,CUST_00562,CMP_022,ADV009,PRDT_066,5,0,2026-06-01 08:38:00
EVT_036151,CUST_00186,CMP_033,ADV008,PRDT_032,2,1,2026-06-01 08:44:00
EVT_045865,CUST_04092,CMP_046,ADV005,PRDT_141,5,0,2026-06-01 08:45:00
EVT_047847,CUST_00718,CMP_022,ADV009,PRDT_026,5,0,2026-06-01 08:46:00
EVT_030063,CUST_04980,CMP_011,ADV005,PRDT_088,10,0,2026-06-01 08:47:00
EVT_010871,CUST_03233,CMP_013,ADV006,PRDT_177,6,0,2026-06-01 08:53:00
EVT_044147,CUST_03896,CMP_021,ADV014,PRDT_050,5,0,2026-06-01 08:54:00
EVT_032403,CUST_04397,CMP_040,ADV012,PRDT_007,8,0,2026-06-01 08:58:00
EVT_049566,CUST_02144,CMP_040,ADV012,PRDT_031,1,0,2026-06-01 09:02:00
EVT_031233,CUST_04883,CMP_025,ADV019,PRDT_188,6,0,2026-06-01 09:07:00
EVT_022748,CUST_01045,CMP_041,ADV005,PRDT_077,3,0,2026-06-01 09:11:00
EVT_029050,CUST_02142,CMP_025,ADV019,PRDT_121,9,0,2026-06-01 09:14:00
EVT_003675,CUST_01106,CMP_003,ADV001,PRDT_076,4,0,2026-06-01 09:16:00
EVT_036334,CUST_00467,CMP_034,ADV007,PRDT_081,7,0,2026-06-01 09:20:00
EVT_021600,CUST_01418,CMP_019,ADV019,PRDT_108,4,0,2026-06-01 09:22:00
EVT_024236,CUST_02188,CMP_018,ADV010,PRDT_106,4,0,2026-06-01 09:22:00
EVT_038557,CUST_03131,CMP_030,ADV017,PRDT_160,10,0,2026-06-01 09:23:00
EVT_021025,CUST_00623,CMP_021,ADV014,PRDT_101,5,0,2026-06-01 09:27:00
EVT_000406,CUST_01433,CMP_016,ADV005,PRDT_157,3,1,2026-06-01 09:30:00
EVT_029630,CUST_02440,CMP_001,ADV017,PRDT_158,4,0,2026-06-01 09:31:00
EVT_003609,CUST_02779,CMP_015,ADV005,PRDT_100,2,0,2026-06-01 09:31:00
EVT_001418,CUST_02751,CMP_019,ADV019,PRDT_013,7,0,2026-06-01 09:32:00
EVT_036816,CUST_00377,CMP_033,ADV008,PRDT_039,2,0,2026-06-01 09:32:00
EVT_007900,CUST_00985,CMP_015,ADV005,PRDT_113,2,0,2026-06-01 09:35:00
EVT_019308,CUST_03575,CMP_033,ADV008,PRDT_073,4,0,2026-06-01 09:36:00
EVT_043366,CUST_01268,CMP_022,ADV009,PRDT_061,1,0,2026-06-01 09:36:00
EVT_017590,CUST_02051,CMP_026,ADV013,PRDT_124,10,0,2026-06-01 09:41:00
EVT_036549,CUST_01984,CMP_010,ADV017,PRDT_160,10,0,2026-06-01 09:44:00
EVT_036756,CUST_01316,CMP_041,ADV005,PRDT_077,10,0,2026-06-01 09:48:00
EVT_044911,CUST_00951,CMP_005,ADV009,PRDT_061,9,0,2026-06-01 09:49:00
EVT_046504,CUST_02000,CMP_029,ADV001,PRDT_093,9,0,2026-06-01 09:50:00
EVT_035207,CUST_04198,CMP_047,ADV014,PRDT_050,3,0,2026-06-01 09:56:00
EVT_021498,CUST_00068,CMP_048,ADV002,PRDT_167,6,0,2026-06-01 09:57:00
EVT_038565,CUST_01203,CMP_037,ADV018,PRDT_058,2,1,2026-06-01 09:59:00
EVT_010818,CUST_01548,CMP_019,ADV019,PRDT_071,8,0,2026-06-01 10:11:00
EVT_011389,CUST_03013,CMP_013,ADV006,PRDT_042,9,0,2026-06-01 10:14:00
EVT_005442,CUST_02713,CMP_002,ADV013,PRDT_107,2,0,2026-06-01 10:21:00
EVT_037731,CUST_02346,CMP_012,ADV005,PRDT_017,1,1,2026-06-01 10:23:00
EVT_012963,CUST_02359,CMP_029,ADV001,PRDT_099,6,0,2026-06-01 10:24:00
EVT_043227,CUST_04134,CMP_031,ADV008,PRDT_073,1,0,2026-06-01 10:25:00
EVT_046204,CUST_04269,CMP_002,ADV013,PRDT_119,2,0,2026-06-01 10:26:00
EVT_049525,CUST_00902,CMP_016,ADV005,PRDT_088,4,0,2026-06-01 10:27:00
EVT_045372,CUST_04658,CMP_011,ADV005,PRDT_141,9,0,2026-06-01 10:28:00
EVT_021842,CUST_01816,CMP_048,ADV002,PRDT_047,9,0,2026-06-01 10:41:00
EVT_018921,CUST_02488,CMP_019,ADV019,PRDT_190,4,0,2026-06-01 10:41:00
EVT_015700,CUST_03476,CMP_014,ADV003,PRDT_034,7,0,2026-06-01 10:43:00
EVT_039288,CUST_00556,CMP_009,ADV006,PRDT_177,10,0,2026-06-01 10:45:00
EVT_017389,CUST_04387,CMP_048,ADV002,PRDT_167,3,0,2026-06-01 10:49:00
EVT_008926,CUST_03134,CMP_046,ADV005,PRDT_017,5,0,2026-06-01 10:55:00
EVT_010425,CUST_02762,CMP_018,ADV010,PRDT_048,7,0,2026-06-01 11:01:00
EVT_041880,CUST_02228,CMP_008,ADV016,PRDT_184,2,0,2026-06-01 11:01:00
EVT_029163,CUST_01555,CMP_033,ADV008,PRDT_091,8,0,2026-06-01 11:03:00
EVT_021738,CUST_00133,CMP_036,ADV003,PRDT_074,5,0,2026-06-01 11:04:00
EVT_012245,CUST_00340,CMP_003,ADV001,PRDT_165,3,0,2026-06-01 11:08:00
EVT_001180,CUST_01649,CMP_036,ADV003,PRDT_074,7,0,2026-06-01 11:09:00
EVT_005576,CUST_01639,CMP_012,ADV005,PRDT_100,3,0,2026-06-01 11:12:00
EVT_045422,CUST_00893,CMP_032,ADV002,PRDT_004,1,0,2026-06-01 11:12:00
EVT_024508,CUST_04829,CMP_032,ADV002,PRDT_001,8,0,2026-06-01 11:17:00
EVT_036377,CUST_04854,CMP_046,ADV005,PRDT_088,7,0,2026-06-01 11:20:00
EVT_029731,CUST_01621,CMP_009,ADV006,PRDT_042,5,0,2026-06-01 11:20:00
EVT_020288,CUST_03893,CMP_006,ADV003,PRDT_136,9,0,2026-06-01 11:22:00
EVT_030902,CUST_04695,CMP_015,ADV005,PRDT_163,2,1,2026-06-01 11:22:00
EVT_033082,CUST_02012,CMP_041,ADV005,PRDT_077,8,0,2026-06-01 11:26:00
EVT_008329,CUST_02673,CMP_016,ADV005,PRDT_174,8,0,2026-06-01 11:26:00
EVT_031753,CUST_03969,CMP_015,ADV005,PRDT_017,4,0,2026-06-01 11:31:00
EVT_040102,CUST_01663,CMP_041,ADV005,PRDT_088,6,0,2026-06-01 11:33:00
EVT_040616,CUST_03467,CMP_047,ADV014,PRDT_024,7,0,2026-06-01 11:33:00
EVT_016639,CUST_04676,CMP_035,ADV002,PRDT_161,6,0,2026-06-01 11:34:00
EVT_039127,CUST_03385,CMP_037,ADV018,PRDT_038,8,0,2026-06-01 11:35:00
EVT_021910,CUST_00701,CMP_046,ADV005,PRDT_077,5,0,2026-06-01 11:37:00
EVT_027594,CUST_03244,CMP_044,ADV015,PRDT_096,9,0,2026-06-01 11:37:00
EVT_034746,CUST_01621,CMP_003,ADV001,PRDT_131,6,0,2026-06-01 11:41:00
EVT_031661,CUST_00799,CMP_028,ADV004,PRDT_044,8,0,2026-06-01 11:41:00
